Voltage (V),Current (A),Capacity (mAh),T1(C),
3.6683,-13.9996,12327.5,57.4,
3.6668,-13.9996,12366.4,57.5,
3.6652,-13.9997,12405.3,57.5,
3.6634,-13.9997,12444.2,57.4,
3.6616,-13.9995,12483,57.4,
3.6597,-13.9995,12521.9,57.5,
3.6578,-13.9993,12560.8,57.6,
3.656,-13.9998,12599.7,57.4,
3.6545,-13.9996,12638.6,57.6,
3.6534,-13.9994,12677.5,57.5,
3.6525,-13.9995,12716.4,57.5,
3.6518,-13.9994,12755.3,57.6,
3.6512,-13.9997,12794.1,57.6,
3.6506,-13.9991,12833,57.6,
3.6501,-13.9996,12871.9,57.5,
3.6495,-13.9998,12910.8,57.6,
3.6488,-13.9996,12949.7,57.6,
3.6482,-13.9998,12988.6,57.7,
3.6476,-13.9993,13027.5,57.7,
3.6469,-13.9994,13066.4,57.6,
3.6461,-13.9993,13105.3,57.6,
3.6454,-13.9992,13144.1,57.6,
3.6446,-14.0003,13183,57.7,
3.6437,-14,13221.9,57.6,
3.6428,-13.9998,13260.8,57.6,
3.6417,-13.9991,13299.7,57.6,
3.6405,-13.9992,13338.6,57.6,
3.6392,-13.9994,13377.5,57.6,
3.6375,-13.9995,13416.4,57.7,
3.6355,-13.9998,13455.2,57.7,
3.6328,-14.0002,13494.1,57.7,
3.629,-14,13533,57.7,
3.6237,-13.9995,13571.9,57.6,
3.6168,-13.9993,13610.8,57.6,
3.6084,-13.9995,13649.7,57.8,
3.5989,-13.999,13688.6,57.7,
3.5886,-13.9995,13727.5,57.8,
3.5776,-13.9997,13766.3,57.7,
3.5659,-13.9996,13805.2,57.7,
3.5534,-13.9998,13844.1,57.8,
3.5402,-13.9999,13883,57.8,
3.5261,-13.9995,13921.9,57.9,
3.511,-13.9998,13960.8,57.8,
3.4948,-13.9992,13999.7,58,
3.4774,-13.9995,14038.6,57.9,
3.4585,-13.9998,14077.4,58,
3.4379,-13.9998,14116.3,58,
3.4153,-13.9998,14155.2,58,
3.3904,-13.9992,14194.1,58,
3.3624,-13.9998,14233,58,
3.3306,-13.9997,14271.9,58.1,
3.2935,-13.9994,14310.8,58.2,
3.2491,-13.9997,14349.7,58.2,
3.1933,-13.9997,14388.5,58.1,
3.1154,-14.0001,14427.4,58.3,
3,-13.9995,14457.9,58.2,
4.318,-13.999,0,55,
4.3051,-14.001,38.9,55,
4.3,-14.0011,77.8,55,
4.2961,-14.0006,116.7,55,
4.2926,-14.0015,155.6,55.1,
4.2892,-14.001,194.5,55.1,
4.2859,-14.0008,233.3,55.1,
4.2827,-14.0009,272.2,55.1,
4.2795,-14.0009,311.1,55.1,
4.2763,-14.0006,350,55.1,
4.2731,-14.0006,388.9,55.1,
4.2699,-14.0006,427.8,55.2,
4.2668,-14.0002,466.7,55.1,
4.2636,-14.0009,505.6,55.2,
4.2605,-14.0016,544.5,55.2,
4.2573,-14.0005,583.4,55.2,
4.2543,-14.001,622.3,55.2,
4.2511,-14.0008,661.2,55.2,
4.248,-14.0012,700,55.2,
4.2448,-14.0008,738.9,55.2,
4.2417,-14.0007,777.8,55.3,
4.2386,-14.0004,816.7,55.3,
4.2355,-14.0008,855.6,55.3,
4.2323,-14.0008,894.5,55.3,
4.2292,-14.001,933.4,55.3,
4.2261,-14.0003,972.3,55.3,
4.223,-14.0006,1011.2,55.3,
4.2199,-13.9998,1050.1,55.3,
4.2168,-14.001,1089,55.4,
4.2137,-14.0018,1127.8,55.3,
4.2106,-14.0016,1166.7,55.4,
4.2074,-14.0008,1205.6,55.4,
4.2044,-14.0011,1244.5,55.4,
4.2013,-14.0008,1283.4,55.4,
4.1982,-14.0008,1322.3,55.4,
4.1951,-14.001,1361.2,55.4,
4.192,-14.0004,1400.1,55.4,
4.189,-14.0008,1439,55.4,
4.1859,-14.0002,1477.9,55.4,
4.1828,-14.0007,1516.8,55.4,
4.1797,-14.0007,1555.6,55.4,
4.1767,-14.0013,1594.5,55.4,
4.1736,-14.001,1633.4,55.4,
4.1705,-14.0008,1672.3,55.4,
4.1675,-14.0006,1711.2,55.4,
4.1644,-14.0011,1750.1,55.4,
4.1614,-14.0007,1789,55.4,
4.1583,-14.0011,1827.9,55.4,
4.1553,-14.001,1866.8,55.4,
4.1522,-14.0005,1905.7,55.4,
4.1492,-14.0009,1944.6,55.4,
4.1462,-14.001,1983.5,55.4,
4.1431,-14.0008,2022.3,55.5,
4.1401,-14.0007,2061.2,55.5,
4.1371,-14.0011,2100.1,55.4,
4.1341,-14,2139,55.5,
4.1311,-14.001,2177.9,55.5,
4.1281,-14.001,2216.8,55.5,
4.1251,-14.0007,2255.7,55.4,
4.1221,-14.001,2294.6,55.4,
4.1191,-14.0008,2333.5,55.4,
4.1161,-14.0007,2372.4,55.5,
4.1132,-14.0008,2411.3,55.5,
4.1102,-14.0009,2450.1,55.5,
4.1072,-14.0012,2489,55.5,
4.1043,-14.0002,2527.9,55.5,
4.1013,-14.0004,2566.8,55.5,
4.0984,-14.0011,2605.7,55.5,
4.0955,-14.0007,2644.6,55.5,
4.0925,-14.0015,2683.5,55.5,
4.0896,-14.0012,2722.4,55.5,
4.0867,-14.0012,2761.3,55.5,
4.0838,-14.0009,2800.2,55.5,
4.0809,-14.0008,2839.1,55.5,
4.078,-14.0008,2878,55.5,
4.0751,-14.0006,2916.8,55.5,
4.0722,-14.0006,2955.7,55.5,
4.0694,-14.0012,2994.6,55.5,
4.0665,-14.0006,3033.5,55.5,
4.0636,-14.0009,3072.4,55.5,
4.0607,-14.0007,3111.3,55.5,
4.0579,-14.0001,3150.2,55.5,
4.0551,-14.0012,3189.1,55.5,
4.0523,-14.0007,3228,55.5,
4.0494,-14.0013,3266.9,55.5,
4.0466,-14.0007,3305.8,55.5,
4.0438,-14.0006,3344.6,55.5,
4.041,-14.0005,3383.5,55.5,
4.0383,-14.001,3422.4,55.5,
4.0355,-14.0007,3461.3,55.5,
4.0328,-14.001,3500.2,55.5,
4.03,-14.0007,3539.1,55.5,
4.0273,-14.0009,3578,55.5,
4.0246,-14.001,3616.9,55.5,
4.022,-14.001,3655.8,55.6,
4.0193,-14.0007,3694.7,55.5,
4.0167,-14.0005,3733.6,55.5,
4.014,-14.0008,3772.4,55.5,
4.0112,-14.0005,3811.3,55.5,
4.0085,-14.0011,3850.2,55.6,
4.0058,-14.0008,3889.1,55.6,
4.003,-14.001,3928,55.5,
4.0002,-14.0009,3966.9,55.6,
3.9975,-14.001,4005.8,55.5,
3.9948,-14.0008,4044.7,55.5,
3.992,-14.0005,4083.6,55.6,
3.9893,-14.0008,4122.5,55.5,
3.9866,-14.0005,4161.4,55.5,
3.9839,-14.0007,4200.2,55.5,
3.9813,-14.0005,4239.1,55.6,
3.9786,-14.0006,4278,55.6,
3.976,-14.0011,4316.9,55.6,
3.9734,-13.9999,4355.8,55.6,
3.9708,-14.001,4394.7,55.5,
3.9683,-14.0008,4433.6,55.6,
3.9657,-14.001,4472.5,55.5,
3.9632,-14.0009,4511.4,55.5,
3.9606,-14.0009,4550.3,55.6,
3.9581,-14.0006,4589.2,55.5,
3.9555,-14.001,4628,55.5,
3.9529,-14.0008,4666.9,55.6,
3.9504,-14.001,4705.8,55.5,
3.9479,-14.0008,4744.7,55.5,
3.9453,-14.0007,4783.6,55.5,
3.9428,-14.0001,4822.5,55.5,
3.9402,-14.0004,4861.4,55.5,
3.9377,-14.0007,4900.3,55.5,
3.9352,-14.0008,4939.2,55.6,
3.9326,-14.0006,4978.1,55.5,
3.9301,-14.0009,5017,55.6,
3.9275,-14.0012,5055.9,55.5,
3.925,-14.0003,5094.7,55.5,
3.9225,-14.001,5133.6,55.5,
3.92,-14.0013,5172.5,55.5,
3.9175,-14.0009,5211.4,55.6,
3.9151,-14.001,5250.3,55.5,
3.9126,-14.0008,5289.2,55.6,
3.9102,-14.0008,5328.1,55.6,
3.9077,-14.0008,5367,55.5,
3.9054,-14.0008,5405.9,55.5,
3.903,-14.0012,5444.8,55.5,
3.9007,-14.0009,5483.7,55.6,
3.8983,-14.0013,5522.5,55.5,
3.896,-14.0008,5561.4,55.5,
3.8938,-14.0009,5600.3,55.6,
3.8916,-14.0005,5639.2,55.6,
3.8893,-14.0008,5678.1,55.5,
3.8871,-14.0003,5717,55.5,
3.8849,-14.0007,5755.9,55.5,
3.8828,-14.0008,5794.8,55.6,
3.8807,-14.0005,5833.7,55.5,
3.8786,-14.0006,5872.6,55.5,
3.8765,-14.0012,5911.5,55.5,
3.8745,-14.0006,5950.3,55.5,
3.8725,-14.001,5989.2,55.6,
3.8705,-14.0007,6028.1,55.6,
3.8685,-14.0004,6067,55.6,
3.8666,-14.0005,6105.9,55.6,
3.8646,-14.001,6144.8,55.6,
3.8628,-14.0011,6183.7,55.6,
3.8609,-14.0011,6222.6,55.5,
3.8591,-14.0009,6261.5,55.5,
3.8572,-14.0013,6300.4,55.5,
3.8554,-14.0006,6339.3,55.5,
3.8536,-14.0007,6378.2,55.5,
3.8518,-14.0009,6417,55.5,
3.8501,-14.0011,6455.9,55.5,
3.8483,-14.0009,6494.8,55.5,
3.8466,-14.001,6533.7,55.5,
3.8449,-14.0011,6572.6,55.5,
3.8432,-14.0009,6611.5,55.5,
3.8416,-14.0006,6650.4,55.5,
3.8399,-14.0007,6689.3,55.5,
3.8383,-14.0008,6728.2,55.5,
3.8366,-14.0005,6767.1,55.5,
3.835,-14.0009,6806,55.5,
3.8335,-14.0009,6844.8,55.5,
3.8319,-14.0007,6883.7,55.5,
3.8303,-14.0007,6922.6,55.5,
3.8288,-14.0006,6961.5,55.4,
3.8272,-14.0012,7000.4,55.5,
3.8257,-14.0009,7039.3,55.4,
3.8242,-14.0009,7078.2,55.5,
3.8228,-14.0012,7117.1,55.4,
3.8212,-14.0011,7156,55.5,
3.8198,-14.001,7194.9,55.4,
3.8183,-14.0006,7233.8,55.4,
3.8169,-14.001,7272.6,55.5,
3.8155,-14,7311.5,55.5,
3.8141,-14.001,7350.4,55.5,
3.8127,-14.0008,7389.3,55.5,
3.8113,-14.0007,7428.2,55.4,
3.8099,-14.0011,7467.1,55.4,
3.8086,-14.0008,7506,55.4,
3.8072,-14.0008,7544.9,55.4,
3.8059,-14.0011,7583.8,55.4,
3.8045,-14.0008,7622.7,55.4,
3.8032,-14.0006,7661.6,55.5,
3.8019,-14.001,7700.5,55.4,
3.8006,-14.0008,7739.3,55.4,
3.7993,-14.0008,7778.2,55.5,
3.798,-14.001,7817.1,55.4,
3.7967,-14.0011,7856,55.4,
3.7955,-14.0007,7894.9,55.4,
3.7943,-14.0005,7933.8,55.5,
3.7931,-14.0008,7972.7,55.4,
3.7918,-14.0006,8011.6,55.5,
3.7906,-14.0006,8050.5,55.4,
3.7894,-14.0007,8089.4,55.5,
3.7883,-14.001,8128.3,55.5,
3.7871,-14.0006,8167.2,55.5,
3.7859,-14.0007,8206,55.5,
3.7848,-14.0011,8244.9,55.5,
3.7836,-14.0009,8283.8,55.4,
3.7825,-14.001,8322.7,55.5,
3.7813,-14.001,8361.6,55.5,
3.7802,-14.0011,8400.5,55.5,
3.7791,-14.0013,8439.4,55.5,
3.778,-14.0012,8478.3,55.5,
3.7769,-14.0003,8517.2,55.5,
3.7758,-14.001,8556.1,55.5,
3.7747,-14.0011,8595,55.5,
3.7736,-14.0019,8633.8,55.5,
3.7725,-14.0013,8672.7,55.5,
3.7715,-14.0002,8711.6,55.5,
3.7705,-14.0007,8750.5,55.5,
3.7694,-14.0009,8789.4,55.5,
3.7684,-14.0005,8828.3,55.5,
3.7673,-14.0007,8867.2,55.5,
3.7663,-14.001,8906.1,55.5,
3.7653,-14.0013,8945,55.5,
3.7643,-14.0011,8983.9,55.5,
3.7633,-14.0007,9022.8,55.5,
3.7622,-14.0008,9061.7,55.5,
3.7612,-14.0008,9100.5,55.5,
3.7602,-14.0011,9139.4,55.5,
3.7592,-14.0008,9178.3,55.5,
3.7582,-14.001,9217.2,55.5,
3.7572,-14.0006,9256.1,55.5,
3.7562,-14.0012,9295,55.5,
3.7552,-14.0007,9333.9,55.5,
3.7542,-14.0007,9372.8,55.6,
3.7532,-14.0013,9411.7,55.5,
3.7522,-14.0011,9450.6,55.5,
3.7511,-14.0007,9489.5,55.6,
3.7501,-14.0008,9528.3,55.6,
3.7491,-14.0007,9567.2,55.6,
3.748,-14.001,9606.1,55.6,
3.7469,-14.0003,9645,55.6,
3.7459,-14.0009,9683.9,55.6,
3.7448,-14.0004,9722.8,55.6,
3.7437,-14.0008,9761.7,55.6,
3.7426,-14.0008,9800.6,55.6,
3.7414,-14.0004,9839.5,55.6,
3.7403,-14.001,9878.4,55.6,
3.7391,-14.0005,9917.3,55.6,
3.7379,-14.0003,9956.1,55.6,
3.7366,-14.0007,9995,55.6,
3.7354,-14.0004,10033.9,55.6,
3.7342,-14.0012,10072.8,55.7,
3.733,-14.0009,10111.7,55.7,
3.7317,-14.0009,10150.6,55.7,
3.7305,-14.0012,10189.5,55.7,
3.7292,-14.0009,10228.4,55.7,
3.728,-14.0003,10267.3,55.7,
3.7268,-14.0008,10306.2,55.7,
3.7256,-14.0012,10345.1,55.7,
3.7244,-14.001,10383.9,55.7,
3.7233,-14.0003,10422.8,55.7,
3.7221,-14.001,10461.7,55.8,
3.721,-14.0007,10500.6,55.8,
3.7198,-14.001,10539.5,55.8,
3.7187,-14.0009,10578.4,55.8,
3.7175,-14.001,10617.3,55.8,
3.7164,-14.0007,10656.2,55.8,
3.7152,-14.001,10695.1,55.8,
3.714,-14.0008,10734,55.9,
3.7128,-14.0007,10772.9,55.9,
3.7117,-14.0007,10811.8,55.8,
3.7105,-14.0008,10850.6,55.9,
3.7094,-14.0002,10889.5,55.9,
3.7083,-14.0006,10928.4,55.9,
3.7072,-14.0008,10967.3,55.9,
3.7061,-14.0004,11006.2,55.9,
3.705,-14.0007,11045.1,56,
3.704,-14.0003,11084,56,
3.7031,-14.0002,11122.9,56,
3.7021,-14.0009,11161.8,56,
3.7012,-14.0001,11200.7,56,
3.7002,-14.0015,11239.6,56,
3.6992,-14.0015,11278.4,56,
3.6983,-14.0003,11317.3,56,
3.6973,-14.0012,11356.2,56,
3.6963,-14.0008,11395.1,56,
3.6953,-14.0014,11434,56.1,
3.6942,-14.0012,11472.9,56.1,
3.6931,-14.0004,11511.8,56.1,
3.6921,-14.0015,11550.7,56.1,
3.6909,-14.0008,11589.6,56.1,
3.6897,-14.0012,11628.5,56.1,
3.6885,-14.001,11667.4,56.2,
3.6872,-14.0007,11706.2,56.1,
3.6858,-14.0005,11745.1,56.2,
3.6845,-14.0007,11784,56.2,
3.6831,-14.0009,11822.9,56.2,
3.6817,-14.001,11861.8,56.2,
3.6803,-14.0008,11900.7,56.2,
3.6789,-14.0008,11939.6,56.3,
3.6775,-14.0004,11978.5,56.3,
3.6762,-14.0011,12017.4,56.2,
3.6748,-14.0011,12056.3,56.3,
3.6734,-14.0012,12095.2,56.3,
3.6721,-14.0008,12134.1,56.3,
3.6707,-14.0012,12172.9,56.3,
3.6693,-14.0009,12211.8,56.3,
3.6678,-14.001,12250.7,56.3,
3.6663,-14.0008,12289.6,56.3,
3.6647,-14.0007,12328.5,56.3,
3.663,-14.0013,12367.4,56.3,
3.6612,-14.0005,12406.3,56.3,
3.6593,-14.0001,12445.2,56.4,
3.6573,-14.0007,12484.1,56.4,
3.6555,-14.001,12523,56.4,
3.6539,-13.9999,12561.9,56.4,
3.6526,-14.0005,12600.7,56.4,
3.6517,-14.0006,12639.6,56.4,
3.651,-14.0009,12678.5,56.4,
3.6503,-14.0007,12717.4,56.4,
3.6498,-14.0007,12756.3,56.4,
3.6492,-14.0012,12795.2,56.4,
3.6486,-14.0012,12834.1,56.4,
3.6481,-14.0009,12873,56.4,
3.6474,-14.001,12911.9,56.4,
3.6467,-14.0012,12950.8,56.4,
3.646,-14.0008,12989.7,56.4,
3.6453,-14.0008,13028.5,56.4,
3.6446,-14.001,13067.4,56.4,
3.6438,-14.0008,13106.3,56.5,
3.6429,-14.0007,13145.2,56.4,
3.642,-14.001,13184.1,56.4,
3.641,-14.0009,13223,56.4,
3.6398,-14.0011,13261.9,56.4,
3.6385,-14.0009,13300.8,56.4,
3.6369,-14.0008,13339.7,56.5,
3.6348,-14.0014,13378.6,56.4,
3.6321,-14.0007,13417.5,56.4,
3.6285,-14.0013,13456.3,56.4,
3.6234,-14.0007,13495.2,56.4,
3.6166,-14.0004,13534.1,56.4,
3.6082,-14.0005,13573,56.4,
3.5987,-14.001,13611.9,56.4,
3.5884,-14.0007,13650.8,56.4,
3.5774,-14.0001,13689.7,56.4,
3.5657,-14.0006,13728.6,56.4,
3.5532,-14.0007,13767.5,56.5,
3.5399,-14.0008,13806.4,56.5,
3.5257,-14.0008,13845.3,56.5,
3.5106,-14.001,13884.2,56.5,
3.4943,-14.0009,13923,56.5,
3.4768,-14.0011,13961.9,56.5,
3.4578,-14.0017,14000.8,56.6,
3.4372,-14.001,14039.7,56.6,
3.4146,-14.0009,14078.6,56.6,
3.3895,-14.0008,14117.5,56.6,
3.3615,-14.0007,14156.4,56.6,
3.3295,-14.001,14195.3,56.6,
3.2923,-14.0008,14234.2,56.6,
3.2477,-14.0009,14273.1,56.6,
3.1918,-14.0008,14312,56.6,
3.1138,-14.0008,14350.8,56.7,
2.9999,-14.001,14381.2,56.7,
