Time_s,Voltage_V,Current_A,SOC,Temperature_C
32554,4.064872551176983,-18.0,0.6365476190474884,61.69413390601402
32555,4.065188333527609,-18.0,0.6369047619046312,61.68965999989095
32556,4.065504154551609,-18.0,0.637261904761774,61.68519511170978
32557,4.065820014480461,-18.0,0.6376190476189169,61.68073922564541
32558,4.066135913540988,-18.0,0.6379761904760597,61.67629232587846
32559,4.066451851955929,-18.0,0.6383333333332025,61.6718543965948
32560,4.066767829944496,-18.0,0.6386904761903454,61.667425421985214
32561,4.067083847722894,-18.0,0.6390476190474882,61.66300538624501
32562,4.067399905504807,-18.0,0.639404761904631,61.65859427357375
32563,4.0677160035018725,-18.0,0.6397619047617739,61.65419206817497
32564,4.068032141924113,-18.0,0.6401190476189167,61.649798754256
32565,4.0683483209803555,-18.0,0.6404761904760595,61.64541431602774
32566,4.068664540878619,-18.0,0.6408333333332024,61.64103873770455
32567,4.068980801826486,-18.0,0.6411904761903452,61.6366720035041
32568,4.069297104031448,-18.0,0.641547619047488,61.63231409764733
32569,4.069613447701236,-18.0,0.6419047619046309,61.627965004358344
32570,4.069929833044118,-18.0,0.6422619047617737,61.62362470786441
32571,4.070246260269204,-18.0,0.6426190476189165,61.61929319239595
32572,4.070562729586702,-18.0,0.6429761904760594,61.61497044218657
32573,4.070879241208184,-18.0,0.6433333333332022,61.610656441473076
32574,4.071195795346818,-18.0,0.643690476190345,61.606351174495565
32575,4.071512392217595,-18.0,0.6440476190474879,61.60205462549748
32576,4.07182903203754,-18.0,0.6444047619046307,61.597766778725735
32577,4.072145715025901,-18.0,0.6447619047617735,61.59348761843081
32578,4.072462441404338,-18.0,0.6451190476189164,61.589217128866885
32579,4.0727792113970915,-18.0,0.6454761904760592,61.58495529429201
32580,4.073096025231138,-18.0,0.645833333333202,61.58070209896823
32581,4.073412883136339,-18.0,0.6461904761903449,61.576457527161786
32582,4.0737297853455825,-18.0,0.6465476190474877,61.57222156314328
32583,4.074046732094898,-18.0,0.6469047619046305,61.56799419118788
32584,4.0743637236235815,-18.0,0.6472619047617734,61.56377539557551
32585,4.074680760174304,-18.0,0.6476190476189162,61.559565160591085
32586,4.074997841993204,-18.0,0.647976190476059,61.55536347052472
32587,4.075314969329983,-18.0,0.6483333333332019,61.551170309671946
32588,4.075632142437988,-18.0,0.6486904761903447,61.54698566233397
32589,4.075949361574286,-18.0,0.6490476190474875,61.54280951281789
32590,4.076266626999731,-18.0,0.6494047619046304,61.53864184543697
32591,4.076583938979028,-18.0,0.6497619047617732,61.534482644510874
32592,4.076901297780791,-18.0,0.650119047618916,61.53033189436591
32593,4.077218703677586,-18.0,0.6504761904760589,61.526189579335316
32594,4.077536156945981,-18.0,0.6508333333332017,61.522055683759504
32595,4.077853657866581,-18.0,0.6511904761903445,61.51793019198635
